INDEX_small,TAG_small,DATE_small,TIME,LATITUDE N/S_small,LONGITUDE E/W_small,HEIGHT_small,SPEED_small,HEADING_small,INDEX_boat,TAG_boat,DATE_boat,LATITUDE N/S_boat,LONGITUDE E/W_boat,HEIGHT_boat,SPEED_boat,HEADING_boat,INDEX_big,TAG_big,DATE_big,LATITUDE N/S_big,LONGITUDE E/W_big,HEIGHT_big,SPEED_big,HEADING_big,INDEX_totem,TAG_totem,DATE_totem,LATITUDE N/S_totem,LONGITUDE E/W_totem,HEIGHT_totem,SPEED_totem,HEADING_totem
108,T,230605,95558,36.8858838N,76.3168352W,7,0.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,T,230605,95559,36.8858838N,76.3168352W,7,0.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,T,230605,95600,36.8858838N,76.3168352W,7,0.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,T,230605,95601,36.8858838N,76.3168352W,7,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,T,230605,95602,36.8858838N,76.3168352W,7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,T,230605,95603,36.8858838N,76.3168352W,7,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,T,230605,95604,36.8858838N,76.3168352W,7,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,T,230605,95605,36.8858838N,76.3168352W,7,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,T,230605,95606,36.8858838N,76.3168352W,7,0.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,T,230605,95607,36.8858838N,76.3168352W,6,0.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,T,230605,95608,36.8858838N,76.3168352W,6,0.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,T,230605,95609,36.8858838N,76.3168352W,6,0.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,T,230605,95610,36.8858838N,76.3168352W,6,0.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,T,230605,95611,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,T,230605,95612,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,T,230605,36.8858144N,76.3169765W,21,0,0
123,T,230605,95613,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,T,230605,95614,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,T,230605,36.8858002N,76.3170447W,19,0.7,0,2,T,230605,36.8858176N,76.3169870W,22,0.9,0
125,T,230605,95615,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,T,230605,36.8858022N,76.3170554W,21,0.9,349,3,T,230605,36.8858178N,76.3169933W,22,0.5,0
126,T,230605,95616,36.8858838N,76.3168352W,6,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,T,230605,36.8858054N,76.3170629W,21,1.1,2,4,T,230605,36.8858170N,76.3169978W,23,0.1,0
127,T,230605,95617,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,T,230605,36.8858085N,76.3170675W,21,0.7,0,5,T,230605,36.8858156N,76.3170022W,23,0.5,223
128,T,230605,95618,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,T,230605,36.8858072N,76.3170663W,22,1.1,357,6,T,230605,36.8858129N,76.3170062W,24,0.1,0
129,T,230605,95619,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,T,230605,36.8858042N,76.3170623W,21,0.1,0,7,T,230605,36.8858141N,76.3170030W,24,0,0
130,T,230605,95620,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,T,230605,36.8858006N,76.3170579W,21,0.9,313,8,T,230605,36.8858171N,76.3169953W,24,0.5,199
131,T,230605,95621,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,T,230605,36.8857972N,76.3170540W,21,0,0,9,T,230605,36.8858211N,76.3169853W,25,0,0
132,T,230605,95622,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,T,230605,36.8857935N,76.3170500W,21,0.1,0,10,T,230605,36.8858221N,76.3169801W,25,0,0
133,T,230605,95623,36.8858838N,76.3168352W,6,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,T,230605,36.8857908N,76.3170466W,22,0,0,11,T,230605,36.8858221N,76.3169775W,25,0,0
134,T,230605,95624,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,T,230605,36.8857884N,76.3170423W,22,0,0,12,T,230605,36.8858230N,76.3169751W,25,0.5,134
135,T,230605,95625,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,T,230605,36.8857866N,76.3170387W,22,0.9,0,13,T,230605,36.8858228N,76.3169722W,26,0,0
136,T,230605,95626,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,T,230605,36.8857858N,76.3170340W,22,0.7,0,14,T,230605,36.8858227N,76.3169693W,26,0.3,0
137,T,230605,95627,36.8858838N,76.3168352W,6,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,T,230605,36.8857862N,76.3170297W,23,0,0,15,T,230605,36.8858219N,76.3169670W,26,0,0
138,T,230605,95628,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,T,230605,36.8857880N,76.3170247W,23,0.3,0,16,T,230605,36.8858217N,76.3169660W,26,0,0
139,T,230605,95629,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,T,230605,36.8857904N,76.3170210W,22,0,0,17,T,230605,36.8858211N,76.3169654W,26,0,0
140,T,230605,95630,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,T,230605,36.8857924N,76.3170170W,22,0.7,0,18,T,230605,36.8858205N,76.3169652W,26,0,0
141,T,230605,95631,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,T,230605,36.8857933N,76.3170143W,22,0.5,0,19,T,230605,36.8858253N,76.3169513W,19,0,0
142,T,230605,95632,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,T,230605,36.8857910N,76.3170125W,22,0.9,0,20,T,230605,36.8858318N,76.3169335W,17,0,0
143,T,230605,95633,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,T,230605,36.8857886N,76.3170130W,22,0.1,0,21,T,230605,36.8858387N,76.3169139W,16,0,0
144,T,230605,95634,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,T,230605,36.8857870N,76.3170137W,21,0,0,22,T,230605,36.8858410N,76.3169064W,16,0,0
145,T,230605,95635,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,T,230605,36.8857876N,76.3170144W,21,0,0,23,T,230605,36.8858418N,76.3169025W,15,0.3,0
146,T,230605,95636,36.8858838N,76.3168352W,6,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,T,230605,36.8857882N,76.3170139W,21,0,0,24,T,230605,36.8858416N,76.3168998W,15,0,0
147,T,230605,95637,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,T,230605,36.8857889N,76.3170132W,21,0,0,25,T,230605,36.8858408N,76.3168985W,15,0,0
148,T,230605,95638,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,T,230605,36.8857902N,76.3170126W,21,0,0,26,T,230605,36.8858404N,76.3168977W,14,0,0
149,T,230605,95639,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,T,230605,36.8857914N,76.3170119W,21,0,0,27,T,230605,36.8858404N,76.3168973W,14,0,0
150,T,230605,95640,36.8858838N,76.3168352W,6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,T,230605,36.8857926N,76.3170112W,21,0,0,28,T,230605,36.8858404N,76.3168973W,14,0,0
151,T,230605,95641,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,T,230605,36.8857933N,76.3170105W,21,0.1,0,29,T,230605,36.8858400N,76.3168976W,14,0,0
152,T,230605,95642,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,T,230605,36.8857940N,76.3170099W,21,0.7,0,30,T,230605,36.8858397N,76.3168979W,14,0.1,0
153,T,230605,95643,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,T,230605,36.8857954N,76.3170089W,20,0.3,0,31,T,230605,36.8858391N,76.3168982W,14,0,0
154,T,230605,95644,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,T,230605,36.8857976N,76.3170077W,20,0.1,0,32,T,230605,36.8858386N,76.3168983W,14,0,0
155,T,230605,95645,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,T,230605,36.8858003N,76.3170064W,20,0,0,33,T,230605,36.8858380N,76.3168985W,13,0,0
156,T,230605,95646,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,T,230605,36.8858026N,76.3170053W,20,0,0,34,T,230605,36.8858375N,76.3168985W,13,0.9,0
157,T,230605,95647,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,T,230605,36.8858047N,76.3170045W,20,0,0,35,T,230605,36.8858369N,76.3168994W,13,0,0
158,T,230605,95648,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,T,230605,36.8858059N,76.3169995W,19,0.1,0,36,T,230605,36.8858366N,76.3168998W,13,0,0
159,T,230605,95649,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,T,230605,36.8858138N,76.3169833W,18,0,0,37,T,230605,36.8858363N,76.3169001W,13,0.1,0
160,T,230605,95650,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,T,230605,36.8858245N,76.3169645W,18,0,0,38,T,230605,36.8858362N,76.3168997W,13,0,0
161,T,230605,95651,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,T,230605,36.8858377N,76.3169492W,17,0,0,39,T,230605,36.8858357N,76.3168997W,13,0,0
162,T,230605,95652,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,T,230605,36.8858448N,76.3169454W,17,0,0,40,T,230605,36.8858350N,76.3169001W,13,0,0
163,T,230605,95653,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,T,230605,36.8858495N,76.3169438W,16,0,0,41,T,230605,36.8858343N,76.3169007W,13,0,0
164,T,230605,95654,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,T,230605,36.8858531N,76.3169430W,16,0,0,42,T,230605,36.8858337N,76.3169012W,13,0,0
165,T,230605,95655,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,T,230605,36.8858536N,76.3169399W,16,0,0,43,T,230605,36.8858331N,76.3169015W,13,0.1,0
166,T,230605,95656,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,T,230605,36.8858518N,76.3169354W,15,0,0,44,T,230605,36.8858326N,76.3169018W,13,0,0
167,T,230605,95657,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,T,230605,36.8858484N,76.3169300W,15,0,0,45,T,230605,36.8858320N,76.3169021W,13,0,0
168,T,230605,95658,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,T,230605,36.8858461N,76.3169262W,15,0,0,46,T,230605,36.8858317N,76.3169023W,13,0,0
169,T,230605,95659,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,T,230605,36.8858447N,76.3169236W,15,0.7,57,47,T,230605,36.8858313N,76.3169025W,13,0,0
170,T,230605,95700,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,T,230605,36.8858443N,76.3169207W,15,0,0,48,T,230605,36.8858312N,76.3169027W,13,0,0
171,T,230605,95701,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,T,230605,36.8858443N,76.3169189W,15,0.1,0,49,T,230605,36.8858311N,76.3169029W,12,0.7,0
172,T,230605,95702,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,T,230605,36.8858445N,76.3169177W,15,0,0,50,T,230605,36.8858309N,76.3169031W,12,0,0
173,T,230605,95703,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,T,230605,36.8858445N,76.3169177W,15,0,0,51,T,230605,36.8858309N,76.3169031W,13,0.3,0
174,T,230605,95704,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,T,230605,36.8858445N,76.3169177W,15,0,0,52,T,230605,36.8858309N,76.3169031W,13,0,0
175,T,230605,95705,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,T,230605,36.8858445N,76.3169177W,15,0,0,53,T,230605,36.8858309N,76.3169031W,13,0,0
176,T,230605,95706,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,T,230605,36.8858445N,76.3169177W,15,0.3,0,54,T,230605,36.8858309N,76.3169031W,13,0,0
177,T,230605,95707,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,T,230605,36.8858445N,76.3169177W,14,0,0,55,T,230605,36.8858309N,76.3169031W,13,0,0
178,T,230605,95708,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,T,230605,36.8858445N,76.3169177W,14,0,0,56,T,230605,36.8858309N,76.3169031W,13,0,0
179,T,230605,95709,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,T,230605,36.8858445N,76.3169177W,14,0.1,0,57,T,230605,36.8858309N,76.3169031W,12,0.1,0
180,T,230605,95710,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,T,230605,36.8858445N,76.3169177W,14,0.1,0,58,T,230605,36.8858309N,76.3169031W,12,0,0
181,T,230605,95711,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,T,230605,36.8858445N,76.3169177W,14,0,0,59,T,230605,36.8858309N,76.3169031W,12,0,0
182,T,230605,95712,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,T,230605,36.8858445N,76.3169177W,14,0,0,60,T,230605,36.8858309N,76.3169031W,12,0,0
183,T,230605,95713,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,T,230605,36.8858445N,76.3169177W,14,0,0,61,T,230605,36.8858309N,76.3169031W,12,0,0
184,T,230605,95714,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,T,230605,36.8858445N,76.3169177W,14,0.1,0,62,T,230605,36.8858309N,76.3169031W,12,0,0
185,T,230605,95715,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,T,230605,36.8858445N,76.3169177W,14,0,0,63,T,230605,36.8858309N,76.3169031W,12,0,0
186,T,230605,95716,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,T,230605,36.8858445N,76.3169177W,14,0,0,64,T,230605,36.8858309N,76.3169031W,12,0.1,0
187,T,230605,95717,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,T,230605,36.8858445N,76.3169177W,14,0,0,65,T,230605,36.8858309N,76.3169031W,12,0,0
188,T,230605,95718,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,T,230605,36.8858445N,76.3169177W,14,0,0,66,T,230605,36.8858309N,76.3169031W,12,0,0
189,T,230605,95719,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,T,230605,36.8858445N,76.3169177W,14,0,0,67,T,230605,36.8858309N,76.3169031W,12,0,0
190,T,230605,95720,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,T,230605,36.8858445N,76.3169177W,14,0,0,68,T,230605,36.8858309N,76.3169031W,12,0,0
191,T,230605,95721,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,T,230605,36.8858445N,76.3169177W,14,0,0,69,T,230605,36.8858309N,76.3169031W,12,0.3,0
192,T,230605,95722,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,T,230605,36.8858445N,76.3169177W,14,0,0,70,T,230605,36.8858309N,76.3169031W,12,0,0
193,T,230605,95723,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,T,230605,36.8858445N,76.3169177W,14,0,0,71,T,230605,36.8858309N,76.3169031W,12,0,0
194,T,230605,95724,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,T,230605,36.8858445N,76.3169177W,14,0,0,72,T,230605,36.8858309N,76.3169031W,12,0,0
195,T,230605,95725,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,T,230605,36.8858445N,76.3169177W,14,0,0,73,T,230605,36.8858309N,76.3169031W,12,0,0
196,T,230605,95726,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,T,230605,36.8858445N,76.3169177W,14,0,0,74,T,230605,36.8858309N,76.3169031W,12,0,0
197,T,230605,95727,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,T,230605,36.8858445N,76.3169177W,14,0,0,75,T,230605,36.8858309N,76.3169031W,11,0,0
198,T,230605,95728,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,T,230605,36.8858445N,76.3169177W,14,0,0,76,T,230605,36.8858309N,76.3169031W,11,0,0
199,T,230605,95729,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,T,230605,36.8858445N,76.3169177W,14,0,0,77,T,230605,36.8858309N,76.3169031W,11,0,0
200,T,230605,95730,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,T,230605,36.8858445N,76.3169177W,14,0,0,78,T,230605,36.8858309N,76.3169031W,11,0,0
201,T,230605,95731,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,T,230605,36.8858445N,76.3169177W,13,0,0,79,T,230605,36.8858309N,76.3169031W,11,0,0
202,T,230605,95732,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,T,230605,36.8858445N,76.3169177W,14,0.1,0,80,T,230605,36.8858309N,76.3169031W,11,0,0
203,T,230605,95733,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,T,230605,36.8858445N,76.3169177W,14,0,0,81,T,230605,36.8858309N,76.3169031W,11,0,0
204,T,230605,95734,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,T,230605,36.8858445N,76.3169177W,14,0,0,82,T,230605,36.8858309N,76.3169031W,11,0,0
205,T,230605,95735,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,T,230605,36.8858445N,76.3169177W,14,0,0,83,T,230605,36.8858309N,76.3169031W,11,0,0
206,T,230605,95736,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,T,230605,36.8858445N,76.3169177W,14,0,0,84,T,230605,36.8858309N,76.3169031W,11,0,0
207,T,230605,95737,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,T,230605,36.8858445N,76.3169177W,14,0,0,85,T,230605,36.8858309N,76.3169031W,11,0,0
208,T,230605,95738,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,T,230605,36.8858445N,76.3169177W,14,0,0,86,T,230605,36.8858309N,76.3169031W,11,0,0
209,T,230605,95739,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,T,230605,36.8858445N,76.3169177W,14,0,0,87,T,230605,36.8858309N,76.3169031W,11,0.1,0
210,T,230605,95740,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,T,230605,36.8858445N,76.3169177W,14,0,0,88,T,230605,36.8858309N,76.3169031W,11,0,0
211,T,230605,95741,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,T,230605,36.8858445N,76.3169177W,14,0,0,89,T,230605,36.8858309N,76.3169031W,11,0,0
212,T,230605,95742,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,T,230605,36.8858445N,76.3169177W,14,0,0,90,T,230605,36.8858309N,76.3169031W,11,0,0
213,T,230605,95743,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,T,230605,36.8858445N,76.3169177W,14,0,0,91,T,230605,36.8858309N,76.3169031W,11,0,0
214,T,230605,95744,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,T,230605,36.8858445N,76.3169177W,14,0,0,92,T,230605,36.8858309N,76.3169031W,11,0,0
215,T,230605,95745,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,T,230605,36.8858445N,76.3169177W,14,0.1,0,93,T,230605,36.8858309N,76.3169031W,11,0.1,0
216,T,230605,95746,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,T,230605,36.8858445N,76.3169177W,14,0,0,94,T,230605,36.8858309N,76.3169031W,11,0,0
217,T,230605,95747,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,T,230605,36.8858445N,76.3169177W,14,0,0,95,T,230605,36.8858309N,76.3169031W,11,0,0
218,T,230605,95748,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,T,230605,36.8858445N,76.3169177W,14,0,0,96,T,230605,36.8858309N,76.3169031W,11,0,0
219,T,230605,95749,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,T,230605,36.8858445N,76.3169177W,14,0,0,97,T,230605,36.8858309N,76.3169031W,11,0,0
220,T,230605,95750,36.8858838N,76.3168352W,5,0.1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,T,230605,36.8858445N,76.3169177W,14,0,0,98,T,230605,36.8858309N,76.3169031W,11,0,0
221,T,230605,95751,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,T,230605,36.8858445N,76.3169177W,14,0,0,99,T,230605,36.8858309N,76.3169031W,11,0,0
222,T,230605,95752,36.8858838N,76.3168352W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,T,230605,36.8858445N,76.3169177W,13,0,0,100,T,230605,36.8858309N,76.3169031W,11,0,0
